file,sent_id,node,form,lemma,correction,local_function,local_category,parent_category,local_phrase,parent_phrase,nearest_np_function,nearest_np,chain,sentence
twitter.cgel,Tree WhoDidYouSee-0,13,some,some,[none],Det,DP,NP,some,some rhoticity chicken,Obj,some rhoticity chicken,Head:D > Det:DP,Anybody want some rhoticity chicken?
twitter.cgel,Tree IThinkSeeingEverybodys-0,20,everybody's,everybody,[none],Det-Head,DP,Nom,everybody's,everybody's,Det,everybody's,Head:D > Det-Head:DP,I think seeing Everybody's pooing face would be very interesting
twitter.cgel,Tree IsThatAllYouGot-0,9,that,that,[none],Det-Head,DP,Nom,that,that,Subj,that,Head:D > Det-Head:DP,Is that all you got winter?
twitter.cgel,Tree IsThatAllYouGot-0,16,all,all,[none],Det-Head,DP,Nom,all,all you got,PredComp,all you got,Head:D > Det-Head:DP,Is that all you got winter?
twitter.cgel,Tree HappierNewYear2-0,7,a,a,[none],Det,DP,NP,a,a happier new year,Obj,a happier new year,Head:D > Det:DP,Have a happier new year
twitter.cgel,Tree DeltaHasBanned-0,18,the,the,[none],Det,DP,NP,the,the Navy Seal who killed Osama bin Laden for refusing to wear a mask,Obj,the Navy Seal who killed Osama bin Laden for refusing to wear a mask,Head:D > Det:DP,Delta has banned the Navy Seal who killed Osama bin Laden for refusing to wear a mask
twitter.cgel,Tree DeltaHasBanned-0,69,a,a,[none],Det,DP,NP,a,a mask,Obj,a mask,Head:D > Det:DP,Delta has banned the Navy Seal who killed Osama bin Laden for refusing to wear a mask
twitter.cgel,Tree WhyIsThereAWord-0,19,a,a,[none],Det,DP,NP,a,a word for everything,DisplacedSubj,a word for everything,Head:D > Det:DP,Why is there a word for everything?
twitter.cgel,Tree WhyIsThereAWord-0,30,everything,everything,[none],Det-Head,DP,Nom,everything,everything,Obj,everything,Head:D > Det-Head:DP,Why is there a word for everything?
twitter.cgel,Tree TheArrivalRecentlyOf-0,2,the,the,[none],Det,DP,NP,the,the arrival recently of the new year,,the arrival recently of the new year,Head:D > Det:DP,the arrival recently of the new year
twitter.cgel,Tree TheArrivalRecentlyOf-0,17,the,the,[none],Det,DP,NP,the,the new year,Obj,the new year,Head:D > Det:DP,the arrival recently of the new year
twitter.cgel,Tree NowOutsideInZero-0,42,a,a,[none],Det,DP,NP,a,a parking space for lunch,Obj_dir,a parking space for lunch,Head:D > Det:DP,"Now outside in zero degree weather, snow-blowing my sister a parking space for lunch."
twitter.cgel,Tree WhyDoTheyCallIt-0,52,a,a,[none],Det,DP,NP,a,a native speaker,Obj,a native speaker,Head:D > Det:DP,"Why do they call it ""needs to be proofread by a native speaker"" and not ""requires L1 regularization""?"
twitter.cgel,Tree YouMayHaveHeard-0,32,another,another,[none],Det,DP,NP,another,another language,Obj,another language,Head:D > Det:DP,You may have heard that learning another language makes you smarter.
twitter.cgel,Tree WomanRuledDead2-0,19,2017,2017,[none],Det,DP,NP,2017,2017 fights to be declared alive,Obj,2017 fights to be declared alive,Head:D > Det:DP,Woman Ruled Dead in 2017 Fights to be Declared Alive
twitter.cgel,Tree ALanguageIsADialect-0,3,a,a,[none],Det,DP,NP,a,a language,Subj,a language,Head:D > Det:DP,A language is a dialect with a Duolingo course.
twitter.cgel,Tree ALanguageIsADialect-0,15,a,a,[none],Det,DP,NP,a,a dialect with a Duolingo course,PredComp,a dialect with a Duolingo course,Head:D > Det:DP,A language is a dialect with a Duolingo course.
twitter.cgel,Tree ALanguageIsADialect-0,25,a,a,[none],Det,DP,NP,a,a Duolingo course,Obj,a Duolingo course,Head:D > Det:DP,A language is a dialect with a Duolingo course.
twitter.cgel,Tree ThatsWhat-0,7,that,that,[none],Det-Head,DP,Nom,that,that,Subj,that,Head:D > Det-Head:DP,So that's what I'm particularly interested in seeing if is true.
twitter.cgel,Tree ThisHasBeen-0,4,this,this,[none],Det-Head,DP,Nom,this,this,Subj,this,Head:D > Det-Head:DP,This has been arts and crafts hour with a syntactician.
twitter.cgel,Tree ThisHasBeen-0,39,a,a,[none],Det,DP,NP,a,a syntactician,Obj,a syntactician,Head:D > Det:DP,This has been arts and crafts hour with a syntactician.
twitter.cgel,Tree GettingAPhD-0,9,a,a,[none],Det,DP,NP,a,a PhD,Obj,a PhD,Head:D > Det:DP,Getting a PhD has long been an aspiration of mine.
twitter.cgel,Tree GettingAPhD-0,31,an,a,[none],Det,DP,NP,an,an aspiration of mine,PredComp,an aspiration of mine,Head:D > Det:DP,Getting a PhD has long been an aspiration of mine.
twitter.cgel,Tree HowWellDoes-0,15,the,the,[none],Det,DP,NP,the,the minimalist grammar formalism,Subj,the minimalist grammar formalism,Head:D > Det:DP,How well does the minimalist grammar formalism match up with everyday minimalist syntax?
twitter.cgel,Tree ThisMustNowBe-0,4,this,this,[none],Det-Head,DP,Nom,this,this,Subj,this,Head:D > Det-Head:DP,This must now be a moment to think again about the country that we want to be.
twitter.cgel,Tree ThisMustNowBe-0,20,a,a,[none],Det,DP,NP,a,a moment to think again about the country that we want to be,PredComp,a moment to think again about the country that we want to be,Head:D > Det:DP,This must now be a moment to think again about the country that we want to be.
twitter.cgel,Tree ThisMustNowBe-0,44,the,the,[none],Det,DP,NP,the,the country that we want to be,Obj,the country that we want to be,Head:D > Det:DP,This must now be a moment to think again about the country that we want to be.
twitter.cgel,Tree ManyMorePeopleShouldTake-0,4,many,many,[none],Mod,DP,DP,many,many more,Subj,many more people,Head:D > Mod:DP,Many more people should take linguistics courses.
twitter.cgel,Tree ManyMorePeopleShouldTake-0,6,more,more,[none],Det,DP,NP,many more,many more people,Subj,many more people,Head:D > Det:DP,Many more people should take linguistics courses.
twitter.cgel,Tree AllYourTreeDiagrams-0,4,all,all,[none],Mod,DP,NP,all,all my tree diagrams,Subj,all my tree diagrams,Head:D > Mod:DP,All my tree diagrams include descriptions.
twitter.cgel,Tree AllYourBase-0,4,all,all,[none],Mod,DP,NP,all,all your base,Subj,all your base,Head:D > Mod:DP,all your base are belong to us
twitter.cgel,Tree SIEGtrees3-102,3,the,the,[none],Det,DP,NP,the,the preface,Subj,the preface,Head:D > Det:DP,The preface was written by Sue.
twitter.cgel,Tree ManyAHorseRaced-0,3,many a,many a,[none],Det,DP,NP,many a,many a horse raced past the barn,Subj,many a horse raced past the barn,Head:D > Det:DP,Many a horse raced past the barn doth fall.
twitter.cgel,Tree ManyAHorseRaced-0,21,the,the,[none],Det,DP,NP,the,the barn,Obj,the barn,Head:D > Det:DP,Many a horse raced past the barn doth fall.
twitter.cgel,Tree EvenHappierThanAPig2-0,12,a,a,[none],Det,DP,NP,a,a pig in shit,Obj,a pig in shit,Head:D > Det:DP,even happier than a pig in shit
twitter.cgel,Tree IBetThisTweet-0,12,this,this,[none],Det,DP,NP,this,this tweet,Subj,this tweet,Head:D > Det:DP,I bet this tweet would have been more popular if I had twitten it 11 months later.
twitter.cgel,Tree IBetThisTweet-0,66,11,11,[none],Det,DP,NP,11,11 months,Mod,11 months,Head:D > Det:DP,I bet this tweet would have been more popular if I had twitten it 11 months later.
twitter.cgel,Tree MyFavoritePlaywright-0,48,a,a,[none],Det,DP,NP,a,a book about that will be released this spring,Obj,a book about that will be released this spring,Head:D > Det:DP,My favorite playwright is Lorraine Hansberry who I am writing a book about that will be released this spring.
twitter.cgel,Tree MyFavoritePlaywright-0,81,this,this,[none],Det,DP,NP,this,this spring,Mod,this spring,Head:D > Det:DP,My favorite playwright is Lorraine Hansberry who I am writing a book about that will be released this spring.
twitter.cgel,Tree WeMustOpenEveryDoor-0,17,the,the,[none],Det,DP,NP,the,the doors,Obj,the doors,Head:D > Det:DP,We must open the doors and we must see to it they remain open so that others can pass through.
twitter.cgel,Tree WhatARemarkableClaim-0,6,a,a,[none],Det,DP,NP,a,a remarkable claim to make,Head,a remarkable claim to make,Head:D > Det:DP,What a remarkable claim to make!
twitter.cgel,Tree UpdatingAnApp-0,9,an,a,[none],Det,DP,NP,an,an app for my 6-year-old,Obj,an app for my 6-year-old,Head:D > Det:DP,Updating an app for my 6 year old and he asked if it had finished the updation yet.
twitter.cgel,Tree UpdatingAnApp-0,66,the,the,[none],Det,DP,NP,the,the updation,Obj,the updation,Head:D > Det:DP,Updating an app for my 6 year old and he asked if it had finished the updation yet.
twitter.cgel,Tree goHangASalami-0,13,a,a,[none],Det,DP,NP,a,a salami,Obj,a salami,Head:D > Det:DP,"Go hang a salami, I'm a lasagna hog."
twitter.cgel,Tree goHangASalami-0,31,a,a,[none],Det,DP,NP,a,a lasagna hog,PredComp,a lasagna hog,Head:D > Det:DP,"Go hang a salami, I'm a lasagna hog."
twitter.cgel,Tree HappierNewYear-0,18,a,a,[none],Det,DP,NP,a,a happier new year,Obj,a happier new year,Head:D > Det:DP,May you have a happier new year!
twitter.cgel,Tree ItBlowsMyMind-0,36,someone,someone,[none],Det-Head,DP,Nom,someone,someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed,DisplacedSubj,someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed,Head:D > Det-Head:DP,It blows my mind that there is someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed.
twitter.cgel,Tree ItBlowsMyMind-0,53,both,both,[none],Marker,DP,AdjP,both,both old enough to have sequence of tense in quoted speech,DisplacedSubj,someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed,Head:D > Marker:DP,It blows my mind that there is someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed.
twitter.cgel,Tree ItBlowsMyMind-0,60,enough,enough,[none],Mod,DP,AdjP,enough,old enough,DisplacedSubj,someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed,Head:D > Mod:DP,It blows my mind that there is someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed.
twitter.cgel,Tree ItBlowsMyMind-0,100,enough,enough,[none],Mod,DP,AdjP,enough,young enough,DisplacedSubj,someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed,Head:D > Mod:DP,It blows my mind that there is someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed.
twitter.cgel,Tree ItBlowsMyMind-0,132,a,a,[none],Det,DP,NP,a,a time when Wikipedia existed,Obj,a time when Wikipedia existed,Head:D > Det:DP,It blows my mind that there is someone who is both old enough to have sequence of tense in quoted speech and young enough to have been in middle school at a time when Wikipedia existed.
twitter.cgel,Tree EveryNewYorker-0,3,every,every,[none],Det,DP,NP,every,every New Yorker,Subj,every New Yorker,Head:D > Det:DP,Every New Yorker will receive and be prohibited from giving away a horse.
twitter.cgel,Tree EveryNewYorker-0,52,a,a,[none],Det,DP,NP,a,a horse,Postnucleus,a horse,Head:D > Det:DP,Every New Yorker will receive and be prohibited from giving away a horse.
twitter.cgel,Tree WasDiscoveringThatICould-0,47,a,a,[none],Det,DP,NP,a,a plot of my own vowel space,Obj,a plot of my own vowel space,Head:D > Det:DP,Was discovering that I could use it to easily produce a plot of my own vowel space what finally convinced me to figure out R?
twitter.cgel,Tree ImPostModerna-0,20,the,the,[none],Det,DP,NP,the,the first dose of the Moderna vaccine,Obj,the first dose of the Moderna vaccine,Head:D > Det:DP,So I just got the first dose of the Moderna vaccine and now I guess I'm post-Moderna
twitter.cgel,Tree ImPostModerna-0,34,the,the,[none],Det,DP,NP,the,the Moderna vaccine,Obj,the Moderna vaccine,Head:D > Det:DP,So I just got the first dose of the Moderna vaccine and now I guess I'm post-Moderna
twitter.cgel,Tree AThirdWaveIsPreventable-0,4,a,a,[none],Det,DP,NP,a,a third wave,Subj,a third wave,Head:D > Det:DP,"A third wave is preventable—it is totally preventable—the question really is, will we do what it takes to prevent it?"
twitter.cgel,Tree AThirdWaveIsPreventable-0,41,the,the,[none],Det,DP,NP,the,the question,Subj,the question,Head:D > Det:DP,"A third wave is preventable—it is totally preventable—the question really is, will we do what it takes to prevent it?"
twitter.cgel,Tree StudioDecidesThisIsNoTime-0,14,this,this,[none],Det-Head,DP,Nom,this,this,Subj,this,Head:D > Det-Head:DP,Studio decides this is no time for No Time to Die to die
twitter.cgel,Tree StudioDecidesThisIsNoTime-0,23,no,no,[none],Det,DP,NP,no,no time for no time to die to die,PredComp,no time for no time to die to die,Head:D > Det:DP,Studio decides this is no time for No Time to Die to die
twitter.cgel,Tree StudioDecidesThisIsNoTime-0,34,no,no,[none],Det,DP,NP,no,no time to die,Subj,no time to die,Head:D > Det:DP,Studio decides this is no time for No Time to Die to die
twitter.cgel,Tree IjustNeedToFindVotes-0,23,"11,780",11780,[none],Det,DP,NP,"11,780","11,780 votes",Obj,"11,780 votes",Head:D > Det:DP,"I just need to find 11,780 votes."
twitter.cgel,Tree I-mMutingMyself-0,50,a,a,[none],Det,DP,NP,a,a tree,Obj,a tree,Head:D > Det:DP,I'm muting and uncameraing myself and you all make a tree while I do emoji reacts like a syntax ghost.
twitter.cgel,Tree I-mMutingMyself-0,81,a,a,[none],Det,DP,NP,a,a syntax ghost,Obj,a syntax ghost,Head:D > Det:DP,I'm muting and uncameraing myself and you all make a tree while I do emoji reacts like a syntax ghost.
twitter.cgel,Tree Krugman-0,18,a,a,[none],Det,DP,NP,a,a pot of money that is looking for somewhere to go,Obj_ind,a pot of money that is looking for somewhere to go,Head:D > Det:DP,"It's giving a pot of money that is looking for somewhere to go, something to do."
twitter.cgel,Tree Krugman-0,53,somewhere,somewhere,[none],Det-Head,DP,Nom,somewhere,somewhere to go,Obj,somewhere to go,Head:D > Det-Head:DP,"It's giving a pot of money that is looking for somewhere to go, something to do."
twitter.cgel,Tree Krugman-0,68,something,something,[none],Det-Head,DP,Nom,something,something to do,Obj_dir,something to do,Head:D > Det-Head:DP,"It's giving a pot of money that is looking for somewhere to go, something to do."
twitter.cgel,Tree TheDiscourseOnPronouns-0,3,the,the,[none],Det,DP,NP,the,the discourse on pronouns,Subj,the discourse on pronouns,Head:D > Det:DP,The discourse on pronouns is especially wild here considering that literally none of these are pronouns.
twitter.cgel,Tree TheDiscourseOnPronouns-0,45,none,none,[none],Det-Head,DP,Nom,none,none of these,Head,none of these,Head:D > Det-Head:DP,The discourse on pronouns is especially wild here considering that literally none of these are pronouns.
twitter.cgel,Tree TheDiscourseOnPronouns-0,53,these,this,[none],Det-Head,DP,Nom,these,these,Obj,these,Head:D > Det-Head:DP,The discourse on pronouns is especially wild here considering that literally none of these are pronouns.
twitter.cgel,Tree TheArtistFormerlyKnownAs-0,2,the,the,[none],Det,DP,NP,the,the artist formerly known as LUCA,,the artist formerly known as LUCA,Head:D > Det:DP,the artist formerly known as LUCA
twitter.cgel,Tree IMeanYeahOK-0,19,a,a,[none],Det,DP,NP,a,a clitic,Subj,a clitic,Head:D > Det:DP,"I mean yeah OK a clitic isn't really a word but ""clitic"" is a word."
twitter.cgel,Tree IMeanYeahOK-0,37,a,a,[none],Det,DP,NP,a,a word,PredComp,a word,Head:D > Det:DP,"I mean yeah OK a clitic isn't really a word but ""clitic"" is a word."
twitter.cgel,Tree IMeanYeahOK-0,60,a,a,[none],Det,DP,NP,a,a word,PredComp,a word,Head:D > Det:DP,"I mean yeah OK a clitic isn't really a word but ""clitic"" is a word."
twitter.cgel,Tree ThatIsSuchA-0,4,that,that,[none],Det-Head,DP,Nom,that,that,Subj,that,Head:D > Det-Head:DP,That is such a perfect example of the kind of nonsense that childhood consists of being forced to pretend is reasonable.
twitter.cgel,Tree ThatIsSuchA-0,18,a,a,[none],Det,DP,NP,a,a perfect example of the kind of nonsense that childhood consists of being forced to pretend is reasonable,Head,a perfect example of the kind of nonsense that childhood consists of being forced to pretend is reasonable,Head:D > Det:DP,That is such a perfect example of the kind of nonsense that childhood consists of being forced to pretend is reasonable.
twitter.cgel,Tree ThatIsSuchA-0,32,the,the,[none],Det,DP,NP,the,the kind of nonsense that childhood consists of being forced to pretend is reasonable,Obj,the kind of nonsense that childhood consists of being forced to pretend is reasonable,Head:D > Det:DP,That is such a perfect example of the kind of nonsense that childhood consists of being forced to pretend is reasonable.
twitter.cgel,Tree AnAbstractSyntaxTree-0,3,an,a,[none],Det,DP,NP,an,an abstract syntax tree,Subj,an abstract syntax tree,Head:D > Det:DP,An abstract syntax tree is abstract because it is a mathematical object that has certain structure by its very nature.
twitter.cgel,Tree AnAbstractSyntaxTree-0,40,a,a,[none],Det,DP,NP,a,a mathematical object that has certain structure by its very nature,PredComp,a mathematical object that has certain structure by its very nature,Head:D > Det:DP,An abstract syntax tree is abstract because it is a mathematical object that has certain structure by its very nature.
twitter.cgel,Tree NoSocietyCanSurely-0,3,no,no,[none],Det,DP,NP,no,no society,Subj,no society,Head:D > Det:DP,No society can surely be flourishing and happy of which the far greater part of the members are poor and miserable.
twitter.cgel,Tree NoSocietyCanSurely-0,39,which,which,[none],Det,DP,NP,which,which,Obj,which,Head:D > Det:DP,No society can surely be flourishing and happy of which the far greater part of the members are poor and miserable.
twitter.cgel,Tree NoSocietyCanSurely-0,45,the,the,[none],Det,DP,NP,the,the far greater part of the members,Subj,the far greater part of the members,Head:D > Det:DP,No society can surely be flourishing and happy of which the far greater part of the members are poor and miserable.
twitter.cgel,Tree NoSocietyCanSurely-0,62,the,the,[none],Det,DP,NP,the,the members,Obj,the members,Head:D > Det:DP,No society can surely be flourishing and happy of which the far greater part of the members are poor and miserable.
twitter.cgel,Tree WeReAllFriends-0,15,all,all,[none],Det-Head,DP,Nom,all,all,Mod,all,Head:D > Det-Head:DP,We're all friends on this journey against linguistic discrimination.
twitter.cgel,Tree WeReAllFriends-0,28,this,this,[none],Det,DP,NP,this,this journey against linguistic discrimination,Obj,this journey against linguistic discrimination,Head:D > Det:DP,We're all friends on this journey against linguistic discrimination.
twitter.cgel,Tree AsOneOfTheWomen-0,7,one,one,[none],Det-Head,DP,Nom,one,one of the many women in STEM Steve Pinker has blocked,PredComp,one of the many women in STEM Steve Pinker has blocked,Head:D > Det-Head:DP,"As one of the many women in STEM Steve Pinker has blocked, I don't know what this tweet is saying."
twitter.cgel,Tree AsOneOfTheWomen-0,15,the,the,[none],Det,DP,NP,the,the many women in STEM Steve Pinker has blocked,Obj,the many women in STEM Steve Pinker has blocked,Head:D > Det:DP,"As one of the many women in STEM Steve Pinker has blocked, I don't know what this tweet is saying."
twitter.cgel,Tree AsOneOfTheWomen-0,20,many,many,[none],Mod,DP,Nom,many,many women in STEM,Obj,the many women in STEM Steve Pinker has blocked,Head:D > Mod:DP,"As one of the many women in STEM Steve Pinker has blocked, I don't know what this tweet is saying."
twitter.cgel,Tree AsOneOfTheWomen-0,78,this,this,[none],Det,DP,NP,this,this tweet,Subj,this tweet,Head:D > Det:DP,"As one of the many women in STEM Steve Pinker has blocked, I don't know what this tweet is saying."
ewt.cgel,reviews-020992-0003,34,the,the,[none],Det,DP,NP,the,the fire alarm and strobe light,Subj,the fire alarm and strobe light,Head:D > Det:DP,"At 3:15 am on night #2, the fire alarm and strobe light activated in my room."
ewt.cgel,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0070,25,something,something,[none],Det-Head,DP,Nom,something,something,Obj,something,Head:D > Det-Head:DP,"Maybe I'm missing something here, but how, exactly, does one 'Loose' 200,000 AK47's?"
ewt.cgel,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0070,67,"200,000",200000,[none],Det,DP,NP,"200,000","200,000 AK47's",Obj,"200,000 AK47's",Head:D > Det:DP,"Maybe I'm missing something here, but how, exactly, does one 'Loose' 200,000 AK47's?"
ewt.cgel,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0063,14,these,this,[none],Det,DP,NP,these,these animals,Subj,these animals,Head:D > Det:DP,"Bangs said these animals are not equipped to survive in the wild, however, and they all almost certainly have died."
ewt.cgel,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0063,49,the,the,[none],Det,DP,NP,the,the wild,Obj,the wild,Head:D > Det:DP,"Bangs said these animals are not equipped to survive in the wild, however, and they all almost certainly have died."
ewt.cgel,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0063,70,all,all,[none],Det-Head,DP,Nom,all,all,Mod,all,Head:D > Det-Head:DP,"Bangs said these animals are not equipped to survive in the wild, however, and they all almost certainly have died."
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085,10,30,30,[none],Det-Head,DP,Nom,30,30,Obj,30,Head:D > Det-Head:DP,"About 30 seconds into his address, he started flogging the terrorist issue just one more time."
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085,48,the,the,[none],Det,DP,NP,the,the terrorist issue,Obj,the terrorist issue,Head:D > Det:DP,"About 30 seconds into his address, he started flogging the terrorist issue just one more time."
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085,62,one,one,[none],Det,DP,NP,one,one more time,Head,one more time,Head:D > Det:DP,"About 30 seconds into his address, he started flogging the terrorist issue just one more time."
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085,67,more,more,[none],Mod,DP,Nom,more,more time,Head,one more time,Head:D > Mod:DP,"About 30 seconds into his address, he started flogging the terrorist issue just one more time."
ewt.cgel,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0022,15,some,some,[none],Det,DP,NP,some,some emails we have sent,Postnucleus,some emails we have sent,Head:D > Det:DP,"Here are some emails we have sent, along with the flyer for the Benefit fund raiser we are holding in June, just for your information."
ewt.cgel,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0022,47,the,the,[none],Det,DP,NP,the,the flyer for the benefit fund raiser we are holding in June,Obj,the flyer for the benefit fund raiser we are holding in June,Head:D > Det:DP,"Here are some emails we have sent, along with the flyer for the Benefit fund raiser we are holding in June, just for your information."
ewt.cgel,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0022,57,the,the,[none],Det,DP,NP,the,the benefit fund raiser we are holding in June,Obj,the benefit fund raiser we are holding in June,Head:D > Det:DP,"Here are some emails we have sent, along with the flyer for the Benefit fund raiser we are holding in June, just for your information."
ewt.cgel,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0046,20,no one,no one,[none],Det-Head,DP,Nom,no one,no one,Subj,no one,Head:D > Det-Head:DP,"But I also hope no one feels any obligation to download, especially if you have an internet connection as slow mine (28k)."
ewt.cgel,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0046,31,any,any,[none],Det,DP,NP,any,any obligation to download,Obj,any obligation to download,Head:D > Det:DP,"But I also hope no one feels any obligation to download, especially if you have an internet connection as slow mine (28k)."
ewt.cgel,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0046,62,an,a,[none],Det,DP,NP,an,an internet connection as slow mine 28 k,Obj,an internet connection as slow mine 28 k,Head:D > Det:DP,"But I also hope no one feels any obligation to download, especially if you have an internet connection as slow mine (28k)."
ewt.cgel,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0046,91,28,28,[none],Det,DP,NP,28,28 k,Supplement,28 k,Head:D > Det:DP,"But I also hope no one feels any obligation to download, especially if you have an internet connection as slow mine (28k)."
ewt.cgel,reviews-024385-0006,19,the,the,[none],Det,DP,NP,the,the bakers,Subj,the bakers,Head:D > Det:DP,"I'm hoping the bakers continue to do their baking out of another place, because it would be a shame not to have these cakes any longer."
ewt.cgel,reviews-024385-0006,54,another,another,[none],Det,DP,NP,another,another place,Obj,another place,Head:D > Det:DP,"I'm hoping the bakers continue to do their baking out of another place, because it would be a shame not to have these cakes any longer."
ewt.cgel,reviews-024385-0006,80,a,a,[none],Det,DP,NP,a,a shame,PredComp,a shame,Head:D > Det:DP,"I'm hoping the bakers continue to do their baking out of another place, because it would be a shame not to have these cakes any longer."
ewt.cgel,reviews-024385-0006,100,these,this,[none],Det,DP,NP,these,these cakes,Obj,these cakes,Head:D > Det:DP,"I'm hoping the bakers continue to do their baking out of another place, because it would be a shame not to have these cakes any longer."
ewt.cgel,reviews-024385-0006,109,any,any,[none],Mod,DP,AdvP,any,any longer,,,Head:D > Mod:DP,"I'm hoping the bakers continue to do their baking out of another place, because it would be a shame not to have these cakes any longer."
ewt.cgel,reviews-346960-0006,55,the,the,[none],Det,DP,NP,the,the work week,Obj,the work week,Head:D > Det:DP,"If I had time to drive to Tacoma before they closed during the work week, I would just so I could get those boots fixed properly again."
